Date;Country;Cases;Deaths;Population;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline;walking;driving;;
07/05/2021;Denmark;1012;1;5822763;0.0;2.0;97.0;-27.0;-20.0;5.0;152.45;140.2;;
07/05/2021;Estonia;382;6;1328976;-11.0;17.0;7.0;-22.0;-21.0;6.0;124.96;141.23;;
07/05/2021;Finland;280;1;5525292;-11.0;10.0;51.0;-39.0;-16.0;7.0;104.23;136.8;;
07/05/2021;France;17148;219;67320216;-38.0;16.0;19.0;-21.0;-24.0;9.0;78.72;109.18;;
07/05/2021;Germany;18485;284;83166711;-37.0;12.0;24.0;-33.0;-21.0;11.0;98.61;102.91;;
07/05/2021;Greece;3418;83;10718565;-17.0;30.0;63.0;-35.0;-28.0;4.0;108.47;102.47;;
07/05/2021;Hungary;1541;106;9769526;-14.0;14.0;-5.0;-26.0;-24.0;9.0;77.73;119.12;;
07/05/2021;Ireland;387;6;4964440;-36.0;15.0;54.0;-52.0;-33.0;12.0;62.99;94.4;;
07/05/2021;Italy;11798;258;59641488;-19.0;12.0;27.0;-23.0;-16.0;6.0;95.82;118.12;;
07/05/2021;Latvia;773;12;1907675;-21.0;3.0;21.0;-33.0;-29.0;9.0;87.97;101.96;;
07/05/2021;Lithuania;1392;7;2794090;-30.0;33.0;38.0;-18.0;-21.0;4.0;126.42;117.54;;
07/05/2021;Luxembourg;170;1;626108;-26.0;18.0;41.0;-20.0;-21.0;10.0;125.08;101.24;;
07/05/2021;Netherlands;6781;24;17407585;-17.0;10.0;116.0;-40.0;-34.0;8.0;114.48;106.71;;
07/05/2021;Norway;471;0;5367580;-8.0;8.0;56.0;-33.0;-20.0;6.0;114.13;118.21;;
07/05/2021;Poland;6427;511;37958138;-12.0;17.0;13.0;-24.0;-15.0;5.0;105.16;124.18;;
07/05/2021;Portugal;373;5;10295909;-13.0;19.0;13.0;-26.0;-15.0;5.0;90.5;113.9;;
07/05/2021;Romania;1632;94;19328838;-8.0;18.0;4.0;-14.0;-8.0;-2.0;132.96;118.93;;
07/05/2021;Slovakia;751;34;5457873;-13.0;41.0;18.0;-21.0;-17.0;5.0;120.89;114.71;;
07/05/2021;Slovenia;835;11;2095861;-25.0;3.0;-17.0;-19.0;-10.0;7.0;124.12;121.35;;
07/05/2021;Spain;8186;66;47332614;-23.0;10.0;18.0;-16.0;-13.0;4.0;97.86;112.14;;
07/05/2021;Sweden;5245;13;10327589;-15.0;-1.0;49.0;-36.0;-24.0;8.0;109.52;125.92;;
08/05/2021;Austria;1383;23;8901064;-31.0;9.0;53.0;-22.0;-10.0;3.0;86.85;95.09;;
08/05/2021;Belgium;1732;42;11522440;-14.0;14.0;45.0;-10.0;2.0;5.0;154.69;115.3;;
08/05/2021;Bulgaria;1123;86;6951482;-17.0;6.0;16.0;4.0;-11.0;-5.0;130.56;114.09;;
08/05/2021;Croatia;1435;33;4058165;-6.0;21.0;100.0;-13.0;-4.0;-3.0;169.19;148.52;;
08/05/2021;Czechia;1639;39;10693939;-53.0;-65.0;78.0;-8.0;-9.0;2.0;81.03;112.27;;
08/05/2021;Denmark;1023;2;5822763;0.0;4.0;117.0;-19.0;5.0;1.0;158.15;128.33;;
08/05/2021;Estonia;372;2;1328976;-12.0;23.0;25.0;-12.0;-3.0;-1.0;123.5;128.78;;
08/05/2021;Finland;254;0;5525292;-10.0;16.0;73.0;-36.0;5.0;2.0;102.5;124.7;;
08/05/2021;France;18167;251;67320216;-52.0;-12.0;43.0;-26.0;-31.0;6.0;76.04;100.93;;
08/05/2021;Germany;15685;238;83166711;-41.0;7.0;78.0;-29.0;0.0;6.0;111.22;97.41;;
08/05/2021;Greece;2671;63;10718565;-21.0;17.0;59.0;-33.0;-12.0;1.0;110.0;101.48;;
08/05/2021;Hungary;1376;101;9769526;-1.0;15.0;72.0;0.0;7.0;-1.0;84.9;117.21;;
08/05/2021;Ireland;430;-3;4964440;-42.0;15.0;49.0;-50.0;-17.0;7.0;63.92;90.21;;
08/05/2021;Italy;10549;207;59641488;-21.0;3.0;51.0;-16.0;-14.0;3.0;132.14;127.14;;
08/05/2021;Latvia;1036;19;1907675;-14.0;13.0;37.0;-15.0;75.0;-3.0;92.97;100.09;;
08/05/2021;Lithuania;1293;19;2794090;-31.0;30.0;54.0;-23.0;4.0;-2.0;128.86;109.23;;
08/05/2021;Luxembourg;133;0;626108;-15.0;24.0;67.0;-8.0;-3.0;5.0;163.38;94.47;;
08/05/2021;Netherlands;7471;21;17407585;-28.0;10.0;48.0;-38.0;0.0;5.0;104.15;92.17;;
08/05/2021;Norway;505;0;5367580;-14.0;4.0;71.0;-29.0;-4.0;2.0;111.95;102.86;;
08/05/2021;Poland;6047;452;37958138;-14.0;11.0;56.0;-14.0;6.0;0.0;105.79;109.35;;
08/05/2021;Portugal;377;1;10295909;-16.0;6.0;27.0;-23.0;-6.0;2.0;99.78;123.76;;
08/05/2021;Romania;1422;89;19328838;-17.0;8.0;0.0;-15.0;-3.0;-3.0;111.27;106.02;;
08/05/2021;Slovakia;833;26;5457873;-44.0;-69.0;82.0;-25.0;-13.0;2.0;123.79;103.49;;
08/05/2021;Slovenia;603;10;2095861;-10.0;14.0;81.0;9.0;0.0;0.0;139.55;129.02;;
08/05/2021;Spain;0;0;47332614;-27.0;1.0;27.0;-16.0;-10.0;1.0;110.13;119.58;;
08/05/2021;Sweden;4478;19;10327589;-14.0;0.0;104.0;-27.0;3.0;3.0;113.58;125.25;;
09/05/2021;Austria;1251;14;8901064;-42.0;13.0;79.0;-14.0;-6.0;0.0;78.01;103.67;;
09/05/2021;Belgium;872;32;11522440;-10.0;15.0;76.0;-5.0;14.0;1.0;106.17;99.07;;
09/05/2021;Bulgaria;466;16;6951482;-2.0;12.0;104.0;22.0;-3.0;-8.0;116.13;112.41;;
09/05/2021;Croatia;1342;36;4058165;-1.0;17.0;118.0;1.0;-4.0;-5.0;151.43;143.93;;
09/05/2021;Czechia;726;20;10693939;-11.0;41.0;128.0;6.0;8.0;-5.0;85.2;132.94;;
09/05/2021;Denmark;677;2;5822763;19.0;5.0;124.0;-19.0;9.0;0.0;127.7;130.67;;
09/05/2021;Estonia;225;6;1328976;-1.0;30.0;102.0;-1.0;1.0;-6.0;109.78;121.57;;
09/05/2021;Finland;229;0;5525292;-15.0;6.0;85.0;-36.0;9.0;0.0;89.72;120.4;;
09/05/2021;France;4036;176;67320216;-40.0;23.0;35.0;-20.0;-9.0;2.0;60.5;98.96;;
09/05/2021;Germany;12656;127;83166711;-22.0;50.0;167.0;-10.0;16.0;0.0;120.85;109.64;;
09/05/2021;Greece;2461;68;10718565;-16.0;76.0;68.0;-28.0;-8.0;2.0;102.86;106.0;;
09/05/2021;Hungary;1145;98;9769526;16.0;18.0;111.0;7.0;9.0;-2.0;75.07;116.79;;
09/05/2021;Ireland;399;1;4964440;-45.0;4.0;20.0;-56.0;-18.0;8.0;51.05;83.29;;
09/05/2021;Italy;10174;224;59641488;-25.0;-11.0;46.0;-15.0;-10.0;0.0;106.25;135.49;;
09/05/2021;Latvia;786;11;1907675;-1.0;27.0;143.0;-3.0;4.0;-5.0;83.31;95.91;;
09/05/2021;Lithuania;1522;5;2794090;-26.0;32.0;138.0;-15.0;8.0;-5.0;136.15;104.89;;
09/05/2021;Luxembourg;138;1;626108;-16.0;-27.0;195.0;-3.0;-7.0;1.0;114.99;84.28;;
09/05/2021;Netherlands;7390;29;17407585;-24.0;1.0;101.0;-24.0;19.0;0.0;93.24;88.15;;
09/05/2021;Norway;0;0;5367580;-40.0;0.0;-22.0;-48.0;-7.0;6.0;81.66;107.93;;
09/05/2021;Poland;4771;421;37958138;-7.0;39.0;174.0;1.0;9.0;-3.0;115.44;122.97;;
09/05/2021;Portugal;406;2;10295909;-26.0;-1.0;-30.0;-37.0;-8.0;6.0;62.89;97.44;;
09/05/2021;Romania;1305;104;19328838;-2.0;14.0;64.0;-5.0;-1.0;-6.0;123.54;112.75;;
09/05/2021;Slovakia;351;44;5457873;24.0;48.0;125.0;-1.0;7.0;-4.0;123.99;122.33;;
09/05/2021;Slovenia;634;6;2095861;-17.0;-75.0;146.0;19.0;-9.0;-3.0;136.81;127.37;;
09/05/2021;Spain;0;0;47332614;-32.0;6.0;-15.0;-28.0;-12.0;3.0;72.25;98.24;;
09/05/2021;Sweden;1657;15;10327589;-16.0;-5.0;42.0;-40.0;-2.0;4.0;89.13;122.4;;
10/05/2021;Austria;1009;11;8901064;-27.0;1.0;65.0;-21.0;-21.0;4.0;94.74;109.42;;
10/05/2021;Belgium;3396;28;11522440;-11.0;9.0;57.0;-19.0;-22.0;9.0;108.89;108.63;;
10/05/2021;Bulgaria;241;27;6951482;-6.0;25.0;44.0;17.0;-17.0;-3.0;125.9;95.75;;
10/05/2021;Croatia;665;45;4058165;0.0;20.0;87.0;-13.0;-10.0;-1.0;148.12;117.69;;
10/05/2021;Czechia;387;44;10693939;-10.0;24.0;72.0;-4.0;-19.0;3.0;79.76;118.06;;
10/05/2021;Denmark;874;0;5822763;4.0;1.0;122.0;-24.0;-21.0;5.0;130.4;130.57;;
10/05/2021;Estonia;211;3;1328976;1.0;15.0;111.0;-12.0;-21.0;4.0;131.98;117.03;;
10/05/2021;Finland;162;1;5525292;-8.0;6.0;60.0;-36.0;-19.0;6.0;104.32;122.36;;
10/05/2021;France;2883;115;67320216;-35.0;10.0;19.0;-23.0;-26.0;8.0;70.86;105.03;;
10/05/2021;Germany;6922;54;83166711;-30.0;1.0;89.0;-27.0;-23.0;8.0;107.61;102.92;;
10/05/2021;Greece;1427;51;10718565;-10.0;33.0;74.0;-31.0;-21.0;2.0;102.02;100.03;;
10/05/2021;Hungary;677;91;9769526;2.0;15.0;65.0;-11.0;-19.0;4.0;81.11;106.65;;
10/05/2021;Ireland;506;2;4964440;-27.0;11.0;27.0;-51.0;-33.0;10.0;52.81;84.29;;
10/05/2021;Italy;8289;139;59641488;-17.0;7.0;24.0;-27.0;-16.0;5.0;76.49;100.5;;
10/05/2021;Latvia;632;4;1907675;-9.0;6.0;100.0;-23.0;-31.0;4.0;113.81;103.26;;
10/05/2021;Lithuania;921;10;2794090;-15.0;37.0;138.0;-12.0;-23.0;2.0;153.5;111.6;;
10/05/2021;Luxembourg;0;0;626108;-21.0;10.0;30.0;-22.0;-23.0;9.0;105.89;93.48;;
10/05/2021;Netherlands;6539;4;17407585;-13.0;4.0;99.0;-40.0;-33.0;9.0;94.0;94.92;;
10/05/2021;Norway;0;0;5367580;-4.0;6.0;19.0;-37.0;-23.0;8.0;98.46;116.12;;
10/05/2021;Poland;3856;146;37958138;-1.0;13.0;105.0;-16.0;-16.0;2.0;114.23;115.22;;
10/05/2021;Portugal;324;1;10295909;-14.0;21.0;-16.0;-32.0;-16.0;7.0;69.86;91.19;;
10/05/2021;Romania;857;63;19328838;-10.0;13.0;12.0;-16.0;-21.0;-2.0;126.76;101.43;;
10/05/2021;Slovakia;710;29;5457873;5.0;25.0;90.0;-12.0;-19.0;2.0;131.02;106.63;;
10/05/2021;Slovenia;291;6;2095861;-9.0;3.0;94.0;-7.0;-12.0;2.0;137.29;107.14;;
10/05/2021;Spain;13984;103;47332614;-21.0;6.0;1.0;-19.0;-16.0;4.0;80.5;96.69;;
10/05/2021;Sweden;2460;20;10327589;-10.0;1.0;81.0;-34.0;-25.0;8.0;103.43;120.48;;
11/05/2021;Austria;670;16;8901064;-29.0;11.0;65.0;-20.0;-21.0;5.0;92.18;106.44;;
11/05/2021;Belgium;3029;17;11522440;-10.0;17.0;57.0;-17.0;-21.0;9.0;113.63;114.1;;
11/05/2021;Bulgaria;1078;116;6951482;-6.0;23.0;47.0;18.0;-17.0;-3.0;135.14;99.93;;
11/05/2021;Croatia;253;34;4058165;-1.0;21.0;85.0;-12.0;-10.0;-1.0;143.58;120.0;;
11/05/2021;Czechia;1533;38;10693939;-10.0;29.0;82.0;-2.0;-19.0;4.0;80.33;116.55;;
11/05/2021;Denmark;932;0;5822763;5.0;7.0;96.0;-22.0;-20.0;5.0;128.48;133.02;;
11/05/2021;Estonia;359;2;1328976;4.0;20.0;152.0;-4.0;-21.0;2.0;158.47;127.84;;
11/05/2021;Finland;143;1;5525292;-2.0;14.0;153.0;-30.0;-17.0;4.0;127.77;129.64;;
11/05/2021;France;23896;292;67320216;-33.0;15.0;20.0;-21.0;-25.0;9.0;73.86;109.39;;
11/05/2021;Germany;6125;283;83166711;-31.0;12.0;53.0;-28.0;-22.0;10.0;101.77;104.27;;
11/05/2021;Greece;1900;60;10718565;-14.0;32.0;55.0;-32.0;-21.0;2.0;106.32;102.13;;
11/05/2021;Hungary;493;99;9769526;2.0;16.0;81.0;-9.0;-19.0;3.0;85.02;110.37;;
11/05/2021;Ireland;380;0;4964440;-24.0;16.0;81.0;-47.0;-32.0;9.0;60.76;88.58;;
11/05/2021;Italy;5077;198;59641488;-21.0;7.0;-5.0;-30.0;-17.0;7.0;70.52;100.7;;
11/05/2021;Latvia;338;1;1907675;-7.0;12.0;123.0;-19.0;-30.0;2.0;115.9;106.87;;
11/05/2021;Lithuania;796;11;2794090;-15.0;42.0;135.0;-8.0;-22.0;1.0;157.19;115.65;;
11/05/2021;Luxembourg;140;2;626108;-19.0;17.0;25.0;-16.0;-23.0;9.0;112.4;100.13;;
11/05/2021;Netherlands;5857;17;17407585;-11.0;12.0;103.0;-41.0;-32.0;10.0;99.89;98.86;;
11/05/2021;Norway;1031;0;5367580;3.0;15.0;66.0;-30.0;-22.0;6.0;110.6;116.09;;
11/05/2021;Poland;2031;22;37958138;-1.0;19.0;132.0;-14.0;-15.0;2.0;119.96;119.44;;
11/05/2021;Portugal;158;1;10295909;-8.0;22.0;5.0;-24.0;-15.0;6.0;93.0;101.13;;
11/05/2021;Romania;620;68;19328838;-8.0;17.0;13.0;-15.0;-20.0;-2.0;134.97;104.11;;
11/05/2021;Slovakia;778;32;5457873;2.0;24.0;117.0;-7.0;-16.0;0.0;134.97;106.16;;
11/05/2021;Slovenia;147;5;2095861;-10.0;6.0;80.0;-6.0;-11.0;3.0;141.04;108.66;;
11/05/2021;Spain;4941;205;47332614;-20.0;7.0;9.0;-17.0;-15.0;4.0;84.26;99.73;;
11/05/2021;Sweden;6312;10;10327589;-7.0;6.0;114.0;-31.0;-24.0;7.0;110.31;126.19;;
12/05/2021;Austria;968;19;8901064;-27.0;39.0;-13.0;-21.0;-23.0;5.0;76.68;106.13;;
12/05/2021;Belgium;2831;19;11522440;5.0;33.0;99.0;-8.0;-22.0;5.0;140.46;127.11;;
12/05/2021;Bulgaria;877;59;6951482;-8.0;23.0;33.0;16.0;-17.0;-2.0;124.59;98.69;;
12/05/2021;Croatia;876;46;4058165;-5.0;27.0;46.0;-17.0;-12.0;1.0;143.36;126.1;;
12/05/2021;Czechia;1686;38;10693939;-19.0;28.0;11.0;-8.0;-18.0;6.0;64.86;118.23;;
12/05/2021;Denmark;925;2;5822763;16.0;19.0;126.0;-16.0;-20.0;2.0;145.54;145.0;;
12/05/2021;Estonia;368;4;1328976;4.0;25.0;160.0;0.0;-22.0;2.0;152.81;133.8;;
12/05/2021;Finland;124;2;5525292;9.0;35.0;255.0;-23.0;-18.0;0.0;129.72;144.96;;
12/05/2021;France;16633;251;67320216;-31.0;28.0;44.0;-10.0;-26.0;4.0;81.58;127.78;;
12/05/2021;Germany;14909;268;83166711;-21.0;46.0;49.0;-24.0;-23.0;7.0;99.02;105.61;;
12/05/2021;Greece;3172;52;10718565;-12.0;34.0;62.0;-30.0;-21.0;2.0;111.11;107.68;;
12/05/2021;Hungary;905;96;9769526;-4.0;21.0;32.0;-12.0;-18.0;4.0;78.26;115.11;;
12/05/2021;Ireland;378;8;4964440;-28.0;16.0;36.0;-48.0;-34.0;11.0;60.65;89.9;;
12/05/2021;Italy;6943;251;59641488;-17.0;11.0;21.0;-24.0;-16.0;6.0;84.03;106.93;;
12/05/2021;Latvia;659;4;1907675;-6.0;13.0;127.0;-17.0;-30.0;2.0;126.88;113.37;;
12/05/2021;Lithuania;1239;8;2794090;-13.0;45.0;138.0;-6.0;-22.0;1.0;149.96;114.12;;
12/05/2021;Luxembourg;121;2;626108;-13.0;37.0;60.0;-11.0;-23.0;5.0;115.78;93.69;;
12/05/2021;Netherlands;5506;43;17407585;-4.0;19.0;175.0;-32.0;-29.0;5.0;110.32;102.64;;
12/05/2021;Norway;580;1;5367580;18.0;49.0;46.0;-25.0;-22.0;2.0;104.82;143.15;;
12/05/2021;Poland;3097;302;37958138;-1.0;20.0;101.0;-14.0;-16.0;2.0;117.74;123.15;;
12/05/2021;Portugal;268;1;10295909;-8.0;22.0;6.0;-24.0;-16.0;6.0;75.75;95.76;;
12/05/2021;Romania;1156;101;19328838;-7.0;20.0;6.0;-12.0;-19.0;-2.0;133.34;104.06;;
12/05/2021;Slovakia;666;26;5457873;-4.0;25.0;55.0;-11.0;-17.0;3.0;115.0;109.69;;
12/05/2021;Slovenia;494;3;2095861;-14.0;13.0;2.0;-14.0;-12.0;5.0;125.14;127.14;;
12/05/2021;Spain;6418;108;47332614;-20.0;9.0;8.0;-16.0;-15.0;4.0;89.85;104.1;;
12/05/2021;Sweden;5268;11;10327589;4.0;21.0;164.0;-25.0;-26.0;4.0;116.16;147.74;;
13/05/2021;Austria;1179;14;8901064;-77.0;-86.0;-21.0;-59.0;-82.0;26.0;63.6;89.88;;
13/05/2021;Belgium;953;21;11522440;-32.0;-44.0;146.0;-42.0;-78.0;21.0;153.47;114.41;;
13/05/2021;Bulgaria;657;46;6951482;-7.0;23.0;37.0;20.0;-18.0;-3.0;133.6;103.57;;
13/05/2021;Croatia;1471;40;4058165;-6.0;23.0;42.0;-14.0;-11.0;2.0;155.31;138.52;;
13/05/2021;Czechia;1280;38;10693939;-24.0;26.0;-18.0;-16.0;-19.0;8.0;61.6;126.38;;
13/05/2021;Denmark;1246;0;5822763;-27.0;-20.0;226.0;-42.0;-77.0;16.0;141.16;131.97;;
13/05/2021;Estonia;300;2;1328976;2.0;22.0;114.0;-9.0;-22.0;3.0;145.92;134.07;;
13/05/2021;Finland;280;1;5525292;-20.0;3.0;315.0;-46.0;-74.0;12.0;132.96;139.8;;
13/05/2021;France;16056;184;67320216;-52.0;-20.0;100.0;-41.0;-79.0;19.0;71.71;114.97;;
13/05/2021;Germany;17419;278;83166711;-64.0;-86.0;115.0;-53.0;-82.0;23.0;103.87;98.96;;
13/05/2021;Greece;2478;70;10718565;-11.0;42.0;64.0;-27.0;-21.0;1.0;117.83;114.13;;
13/05/2021;Hungary;1416;82;9769526;-6.0;16.0;10.0;-15.0;-20.0;6.0;79.22;116.14;;
13/05/2021;Ireland;446;8;4964440;-27.0;17.0;55.0;-48.0;-33.0;10.0;63.44;91.63;;
13/05/2021;Italy;7848;262;59641488;-17.0;11.0;16.0;-23.0;-16.0;6.0;86.51;109.79;;
13/05/2021;Latvia;729;6;1907675;-12.0;14.0;67.0;-22.0;-30.0;5.0;104.76;105.23;;
13/05/2021;Lithuania;1266;6;2794090;-23.0;36.0;28.0;-16.0;-23.0;4.0;118.97;106.68;;
13/05/2021;Luxembourg;196;0;626108;-57.0;-61.0;149.0;-49.0;-84.0;26.0;114.95;82.17;;
13/05/2021;Netherlands;6350;16;17407585;-14.0;-8.0;237.0;-48.0;-77.0;17.0;120.73;95.86;;
13/05/2021;Norway;473;6;5367580;-58.0;-69.0;152.0;-49.0;-79.0;19.0;103.94;125.12;;
13/05/2021;Poland;4159;343;37958138;-2.0;21.0;73.0;-15.0;-15.0;3.0;114.71;127.31;;
13/05/2021;Portugal;485;4;10295909;-8.0;21.0;-2.0;-27.0;-19.0;7.0;76.87;100.94;;
13/05/2021;Romania;930;98;19328838;-9.0;18.0;-8.0;-15.0;-19.0;-1.0;128.66;109.52;;
13/05/2021;Slovakia;608;19;5457873;-11.0;24.0;-3.0;-17.0;-18.0;5.0;116.01;111.19;;
13/05/2021;Slovenia;724;1;2095861;-8.0;12.0;15.0;-12.0;-13.0;6.0;136.63;113.38;;
13/05/2021;Spain;5701;73;47332614;-20.0;8.0;7.0;-16.0;-16.0;4.0;102.93;112.9;;
13/05/2021;Sweden;3918;19;10327589;-19.0;1.0;264.0;-45.0;-76.0;15.0;117.89;148.39;;
14/05/2021;Austria;1100;11;8901064;-26.0;20.0;18.0;-34.0;-46.0;11.0;88.82;107.4;;
14/05/2021;Belgium;2601;20;11522440;-4.0;31.0;120.0;-27.0;-59.0;16.0;192.64;129.41;;
14/05/2021;Bulgaria;506;44;6951482;-9.0;21.0;31.0;17.0;-16.0;-4.0;166.87;124.8;;
14/05/2021;Croatia;1064;34;4058165;-5.0;29.0;62.0;-12.0;-10.0;0.0;185.85;148.26;;
14/05/2021;Czechia;1231;32;10693939;-23.0;31.0;5.0;-11.0;-18.0;6.0;72.76;125.57;;
14/05/2021;Denmark;1355;0;5822763;11.0;6.0;225.0;-35.0;-60.0;11.0;179.44;146.59;;
14/05/2021;Estonia;278;5;1328976;-9.0;19.0;42.0;-18.0;-21.0;3.0;147.22;148.99;;
14/05/2021;Finland;262;4;5525292;-2.0;14.0;185.0;-39.0;-39.0;6.0;129.23;151.62;;
14/05/2021;France;3053;131;67320216;-37.0;18.0;77.0;-38.0;-59.0;17.0;84.11;117.58;;
14/05/2021;Germany;11336;190;83166711;-28.0;17.0;75.0;-37.0;-49.0;15.0;116.69;109.55;;
14/05/2021;Greece;2139;55;10718565;-12.0;32.0;64.0;-25.0;-21.0;1.0;135.31;125.58;;
14/05/2021;Hungary;1190;71;9769526;-4.0;19.0;32.0;-12.0;-18.0;4.0;88.27;125.18;;
14/05/2021;Ireland;437;0;4964440;-30.0;19.0;46.0;-48.0;-32.0;10.0;69.54;102.66;;
14/05/2021;Italy;8082;201;59641488;-20.0;12.0;5.0;-24.0;-16.0;6.0;90.33;116.29;;
14/05/2021;Latvia;698;17;1907675;-13.0;11.0;41.0;-27.0;-29.0;6.0;90.7;107.95;;
14/05/2021;Lithuania;1207;12;2794090;-24.0;40.0;59.0;-12.0;-21.0;3.0;146.78;134.93;;
14/05/2021;Luxembourg;151;0;626108;-13.0;37.0;111.0;-23.0;-40.0;14.0;169.84;108.11;;
14/05/2021;Netherlands;6010;14;17407585;-9.0;15.0;160.0;-41.0;-52.0;12.0;136.63;107.51;;
14/05/2021;Norway;461;0;5367580;10.0;24.0;92.0;-35.0;-51.0;9.0;127.4;133.81;;
14/05/2021;Poland;3423;342;37958138;-7.0;21.0;46.0;-18.0;-15.0;3.0;129.83;138.55;;
14/05/2021;Portugal;436;1;10295909;-10.0;25.0;12.0;-24.0;-15.0;5.0;92.61;116.94;;
14/05/2021;Romania;953;75;19328838;-6.0;22.0;-3.0;-8.0;-1.0;-4.0;143.2;119.77;;
14/05/2021;Slovakia;560;39;5457873;-11.0;28.0;18.0;-16.0;-16.0;5.0;120.96;113.31;;
14/05/2021;Slovenia;598;8;2095861;-11.0;13.0;24.0;-12.0;-12.0;5.0;131.41;120.89;;
14/05/2021;Spain;6347;58;47332614;-20.0;10.0;19.0;-14.0;-15.0;2.0;128.35;136.65;;
14/05/2021;Sweden;2582;24;10327589;-9.0;0.0;147.0;-41.0;-57.0;12.0;122.14;145.28;;
15/05/2021;Austria;721;14;8901064;-35.0;0.0;21.0;-29.0;-16.0;5.0;79.13;93.87;;
15/05/2021;Belgium;1280;22;11522440;-22.0;7.0;54.0;-16.0;-8.0;7.0;170.79;118.16;;
15/05/2021;Bulgaria;518;49;6951482;-10.0;12.0;26.0;14.0;-8.0;-6.0;148.81;117.54;;
15/05/2021;Croatia;926;41;4058165;-3.0;22.0;86.0;-12.0;-6.0;-3.0;182.62;157.85;;
15/05/2021;Czechia;1060;29;10693939;-20.0;27.0;39.0;0.0;2.0;1.0;68.72;105.09;;
15/05/2021;Denmark;951;0;5822763;-5.0;0.0;138.0;-21.0;-4.0;1.0;153.43;130.7;;
15/05/2021;Estonia;280;3;1328976;-14.0;16.0;50.0;-13.0;-4.0;-2.0;140.79;136.09;;
15/05/2021;Finland;154;4;5525292;-11.0;7.0;139.0;-35.0;-2.0;0.0;125.74;140.77;;
15/05/2021;France;17415;173;67320216;-48.0;-4.0;30.0;-27.0;-23.0;7.0;74.67;107.99;;
15/05/2021;Germany;7894;177;83166711;-43.0;-1.0;61.0;-30.0;-8.0;7.0;107.92;99.17;;
15/05/2021;Greece;2188;56;10718565;-18.0;19.0;56.0;-22.0;-15.0;0.0;147.52;124.9;;
15/05/2021;Hungary;1039;73;9769526;-3.0;13.0;54.0;-1.0;5.0;0.0;82.71;117.56;;
15/05/2021;Ireland;420;4;4964440;-37.0;17.0;29.0;-46.0;-18.0;5.0;69.77;103.84;;
15/05/2021;Italy;7562;182;59641488;-21.0;4.0;34.0;-18.0;-14.0;4.0;127.76;123.8;;
15/05/2021;Latvia;666;8;1907675;-10.0;14.0;94.0;-8.0;-2.0;-5.0;110.24;112.89;;
15/05/2021;Lithuania;1140;13;2794090;-22.0;37.0;117.0;-9.0;4.0;-7.0;173.86;126.47;;
15/05/2021;Luxembourg;23;0;626108;-21.0;22.0;63.0;-12.0;-12.0;7.0;144.6;96.03;;
15/05/2021;Netherlands;5506;10;17407585;-26.0;4.0;87.0;-33.0;-3.0;5.0;116.96;93.55;;
15/05/2021;Norway;320;0;5367580;-9.0;17.0;62.0;-30.0;-7.0;1.0;103.9;110.31;;
15/05/2021;Poland;3252;290;37958138;-5.0;12.0;109.0;-3.0;5.0;-3.0;137.42;116.77;;
15/05/2021;Portugal;450;0;10295909;-17.0;7.0;1.0;-26.0;-7.0;4.0;96.32;123.27;;
15/05/2021;Romania;835;105;19328838;-4.0;16.0;26.0;-2.0;-2.0;-7.0;141.09;116.68;;
15/05/2021;Slovakia;605;33;5457873;-3.0;16.0;52.0;-9.0;1.0;0.0;112.04;103.01;;
15/05/2021;Slovenia;473;9;2095861;-8.0;18.0;34.0;-4.0;-3.0;2.0;116.64;106.45;;
15/05/2021;Spain;0;0;47332614;-24.0;-2.0;23.0;-15.0;-14.0;0.0;136.83;137.18;;
15/05/2021;Sweden;3969;12;10327589;-17.0;-1.0;89.0;-32.0;-4.0;3.0;110.02;136.08;;
16/05/2021;Austria;684;12;8901064;-49.0;6.0;47.0;-17.0;-12.0;3.0;76.9;106.17;;
16/05/2021;Belgium;759;17;11522440;-26.0;9.0;39.0;-18.0;3.0;4.0;105.16;106.75;;
16/05/2021;Bulgaria;203;7;6951482;-5.0;13.0;62.0;15.0;-4.0;-6.0;111.25;108.67;;
16/05/2021;Croatia;826;23;4058165;-2.0;25.0;51.0;-3.0;0.0;-3.0;150.67;154.94;;
16/05/2021;Czechia;602;15;10693939;-11.0;21.0;54.0;-2.0;7.0;-1.0;64.05;115.35;;
16/05/2021;Denmark;1074;3;5822763;8.0;-1.0;99.0;-19.0;5.0;0.0;116.62;129.68;;
16/05/2021;Estonia;131;2;1328976;-5.0;19.0;111.0;-6.0;2.0;-6.0;121.45;129.39;;
16/05/2021;Finland;192;2;5525292;-3.0;16.0;139.0;-31.0;6.0;-3.0;118.24;146.41;;
16/05/2021;France;8917;112;67320216;-43.0;10.0;8.0;-4.0;-8.0;1.0;57.41;128.25;;
16/05/2021;Germany;8500;71;83166711;-40.0;21.0;63.0;-24.0;1.0;4.0;98.38;109.23;;
16/05/2021;Greece;1950;43;10718565;-7.0;57.0;100.0;-13.0;-10.0;-2.0;132.16;136.36;;
16/05/2021;Hungary;718;61;9769526;5.0;16.0;44.0;-3.0;7.0;0.0;65.72;119.26;;
16/05/2021;Ireland;470;0;4964440;-37.0;10.0;62.0;-43.0;-14.0;4.0;62.32;101.68;;
